account,total_sent,avg_sent,max_sent,std_sent,n_sent,total_recv,avg_recv,max_recv,std_recv,n_recv,unique_dest,unique_source,drain_rate,tx_count,passthrough_ratio,fanout_ratio,degree_ratio,round_tx_count,small_round_tx_rate,cashout_rate,out_degree,in_degree,pagerank,betweenness,clustering,component_size,degree_ratio_graph,active_days,max_gap_days,burst_ratio,weekly_cv,max_weekly_txns,mean_weekly_txns,tx_velocity_1d,tx_velocity_7d,tx_velocity_30d,sudden_wakeup,small_round_txns,is_fraud
ACC004404,1597.8400000000001,798.9200000000001,1177.16,534.9121378319995,2.0,6568.03,729.781111111111,2257.39,779.2730324546789,9.0,2.0,9.0,0.0,11.0,0.2432753808610382,0.99999950000025,0.3,0.0,0.0,0.0,2,9,9.948101807218251e-05,0.0,0.0,5000,0.3,147,63.698125,1.6363636363636362,0.36078426969062594,2,1.2222222222222223,1,1,1,0,0,0
ACC004405,2767.7700000000004,691.9425000000001,1408.7,776.2569195558475,4.0,68661.76,13732.351999999999,50000.0,21048.611185756887,5.0,4.0,5.0,0.0,9.0,0.0403102105154265,0.9999997500000625,0.8333333333333334,0.0,0.0,0.0,4,5,0.0002182942642159109,0.0003351340536214486,0.0,5000,0.8333333333333334,169,53.77693287037037,1.5555555555555554,0.3795166950355407,2,1.2857142857142858,1,1,1,0,0,0
ACC004406,4537.17,907.434,2731.81,1084.5674683623881,5.0,582.92,582.92,582.92,0.0,1.0,5.0,1.0,0.0,6.0,7.783520881452823,0.99999980000004,3.0,0.0,0.0,0.0,5,1,3.365875177516744e-05,0.0,0.0,5000,3.0,143,88.4382175925926,1.0,0.0,1,1.0,1,2,4,0,0,0
ACC004407,42752.4,3562.7000000000003,25966.0,7358.851562852107,12.0,43243.340000000004,4804.815555555556,37249.78,12198.590899487235,9.0,12.0,9.0,0.0,21.0,0.9886470378793902,0.9999999166666736,1.3,0.0,0.0,0.0,12,9,0.0003243970652506427,0.0072959183673469395,0.0,5000,1.3,157,25.48505787037037,2.0,0.5063696835418333,3,1.5,1,1,3,0,0,0
ACC004408,53670.27,8945.045,50000.0,20134.69094648413,6.0,5679.62,1135.924,2175.4,893.7656318241377,5.0,6.0,5.0,0.0,11.0,9.44962338863346,0.9999998333333611,1.1666666666666667,1.0,0.16666663888889352,0.0,6,5,0.00013630324588689212,0.00043017206882753106,4.473110069823965e-06,5000,1.1666666666666667,159,48.959398148148146,1.6363636363636362,0.36078426969062594,2,1.2222222222222223,1,1,2,0,0,0
ACC004409,83371.69,9263.521111111111,50000.0,15850.433392855102,9.0,14612.07,1124.0053846153846,7680.5,2174.311099396831,13.0,9.0,13.0,0.0,22.0,5.705672775609091,0.9999998888889013,0.7142857142857143,1.0,0.11111109876543349,0.0,9,13,0.00010148341230369782,0.012437975190076032,1.279444363748007e-05,5000,0.7142857142857143,158,22.058622685185185,1.9090909090909092,0.41122210987382257,3,1.5714285714285714,1,1,2,0,0,0
ACC004410,17742.68,2534.6685714285713,15113.1,5596.643203371787,7.0,57522.15,9587.025,50000.0,19930.492113268803,6.0,7.0,6.0,0.0,13.0,0.30844952769831363,0.9999998571428775,1.1428571428571428,0.0,0.0,0.0,7,6,0.0003124666101129695,0.0020168067226890756,0.0,5000,1.1428571428571428,152,29.902002314814816,1.6923076923076923,0.3422860840197998,2,1.1818181818181819,1,2,4,0,0,0
ACC004411,8682.33,2170.5825,6237.19,2879.902306368221,4.0,10065.17,1437.8814285714286,3081.46,895.4264152054143,7.0,4.0,7.0,0.0,11.0,0.8626113616697372,0.9999997500000625,0.625,0.0,0.0,0.0,4,7,0.00015253681953806102,0.0,0.0,5000,0.625,137,47.77925925925926,2.1818181818181817,0.54110822483116,3,1.375,1,3,3,0,0,0
ACC004412,107754.2,4684.965217391305,16419.23,3762.885678422961,23.0,425747.54,10384.086341463415,19628.5,6168.0769316063,41.0,12.0,18.0,0.0,64.0,0.2530941223987974,0.5217391077504736,0.5714285714285714,0.0,0.0,0.0,12,18,0.00041950712783525763,0.00034013605442176874,0.0,5000,0.6842105263157895,146,31.569131944444443,8.625,2.422814150753398,46,5.333333333333333,1,1,1,1,0,1
ACC004413,18174.5,2271.8125,13953.51,4783.8551345354745,8.0,2975.7200000000003,495.9533333333334,982.48,329.4200068403051,6.0,8.0,6.0,0.0,14.0,6.107597486958586,0.9999998750000157,1.2857142857142858,0.0,0.0,0.0,8,6,5.6632331759695503e-05,0.002540016006402561,0.0,5000,1.2857142857142858,149,29.410752314814815,1.5714285714285714,0.367006645104718,2,1.2727272727272727,1,1,3,0,0,0
ACC004414,32241.579999999998,3582.3977777777777,24751.04,8001.530595095193,9.0,13674.48,2279.08,7686.99,3357.8043863929893,6.0,9.0,6.0,0.0,15.0,2.3577920328701496,0.9999998888889013,1.4285714285714286,0.0,0.0,0.0,9,6,7.023143384663255e-05,0.0008073229291716687,2.7473342331558052e-05,5000,1.4285714285714286,144,37.698819444444446,2.4,0.4972652484064488,3,1.25,1,1,2,0,0,0
ACC004415,4791.97,399.3308333333334,2122.19,567.2020991507882,12.0,19455.199999999997,3242.533333333333,8542.6,3921.483486200939,6.0,12.0,6.0,0.0,18.0,0.24630792794490383,0.9999999166666736,1.8571428571428572,0.0,0.0,0.0,12,6,0.0006465475626668639,0.0009533813525410165,0.0,5000,1.8571428571428572,170,27.261886574074072,1.5555555555555554,0.3646278462854964,2,1.2857142857142858,1,1,2,0,0,0
ACC004416,12376.35,2475.27,6476.29,2655.027168062504,5.0,7368.53,614.0441666666667,1937.29,644.8535795816306,12.0,5.0,12.0,0.0,17.0,1.6796226653512136,0.99999980000004,0.46153846153846156,0.0,0.0,0.0,5,12,9.632547664929424e-05,0.0005942376950780312,0.0,5000,0.46153846153846156,163,27.62287037037037,1.7647058823529411,0.3104698017127927,2,1.1333333333333333,1,1,2,0,0,0
ACC004417,11505.85,1438.23125,6893.1,2318.86467961271,8.0,10604.77,1514.967142857143,2939.65,1241.4896286815326,7.0,8.0,7.0,0.0,15.0,1.0849693108775609,0.9999998750000157,1.125,0.0,0.0,0.0,8,7,0.0003040795197701825,0.0007242897158863546,0.0,5000,1.125,149,28.532569444444444,1.4666666666666668,0.36998498468030955,2,1.3636363636363635,1,1,1,0,0,0
ACC004418,39682.06,3968.2059999999997,18999.57,7003.697343976727,10.0,6186.92,1031.1533333333334,2667.6,1061.8702818455117,6.0,10.0,6.0,0.0,16.0,6.413863439900004,0.99999990000001,1.5714285714285714,0.0,0.0,0.0,10,6,0.00024741592944834713,0.0021668667466986794,0.0,5000,1.5714285714285714,171,26.456782407407406,1.625,0.3563048203434806,2,1.2307692307692308,1,1,1,0,0,0
ACC004419,1543.88,771.94,1515.71,1051.849621286237,2.0,14732.59,3683.1475,13138.17,6336.387407071293,4.0,2.0,4.0,0.0,6.0,0.10479352238100745,0.99999950000025,0.6,0.0,0.0,0.0,2,4,8.37942920029585e-05,0.0004941976790716287,0.0,5000,0.6,101,31.870868055555555,1.6666666666666667,0.37267799624996495,2,1.2,1,1,2,0,0,0
ACC004420,15065.39,1883.17375,4037.09,1613.6595702310367,8.0,36092.51,3609.251,12618.09,4467.5255216691885,10.0,8.0,10.0,0.0,18.0,0.41741042669469614,0.9999998750000157,0.8181818181818182,0.0,0.0,0.0,8,10,0.0002634859366481326,0.0001250500200080032,0.0,5000,0.8181818181818182,169,54.15185185185185,1.3333333333333333,0.34815531191139565,2,1.5,1,1,2,0,0,0
ACC004421,93507.45,7792.287499999999,39618.97,13915.219404766936,12.0,10630.84,966.44,5249.53,1453.5347254813005,11.0,12.0,11.0,0.0,23.0,8.795866553461826,0.9999999166666736,1.0833333333333333,0.0,0.0,0.0,12,11,0.00016392143946930486,0.0003341336534613846,0.0,5000,1.0833333333333333,159,27.862627314814816,2.4347826086956523,0.5653460105781265,4,1.6428571428571428,1,1,4,0,0,0
ACC004422,1527.79,381.9475,509.57,132.48985228436678,4.0,1281.94,320.485,628.43,212.67328973490456,4.0,4.0,4.0,0.0,8.0,1.191779645543645,0.9999997500000625,1.0,0.0,0.0,0.0,4,4,3.4120415369788774e-05,0.00014505802320928372,0.0,5000,1.0,127,58.68153935185185,1.75,0.3307189138830739,2,1.1428571428571428,1,1,2,0,0,0
ACC004423,8870.53,806.4118181818183,6071.76,1768.944463881318,11.0,34433.65,3443.3650000000002,20622.21,6473.563317700092,10.0,11.0,10.0,0.0,21.0,0.2576122484761966,0.9999999090909174,1.0909090909090908,0.0,0.0,0.0,11,10,0.00019498988397133579,0.008459383753501401,2.2233619820290834e-06,5000,1.0909090909090908,150,19.258819444444445,1.619047619047619,0.35395401779329777,2,1.2352941176470589,1,2,3,0,0,0
ACC004424,13734.45,2746.8900000000003,7297.68,2795.5488483659165,5.0,13199.52,3299.88,10225.62,4788.668611301754,4.0,5.0,4.0,0.0,9.0,1.0405264736111217,0.99999980000004,1.2,0.0,0.0,0.0,5,4,0.00010118650266240217,0.0003561424569827931,0.0,5000,1.2,169,53.837731481481484,1.0,0.0,1,1.0,1,1,2,0,0,0
ACC004425,19234.99,1923.4990000000003,8087.26,2675.564101362344,10.0,36664.3,4073.8111111111116,28444.04,9372.899324966695,9.0,10.0,9.0,0.0,19.0,0.5246244984760482,0.99999990000001,1.1,0.0,0.0,0.0,10,9,0.0002688012010224613,0.0018687474989996,0.0,5000,1.1,160,27.977453703703702,2.0526315789473686,0.4517330943713591,3,1.4615384615384615,1,1,1,0,0,0
ACC004426,7006.68,2335.56,6360.01,3486.761314902413,3.0,53177.35,8862.891666666666,50000.0,20158.75756709269,6.0,3.0,6.0,0.0,9.0,0.13176060860250163,0.9999996666667778,0.5714285714285714,0.0,0.0,0.0,3,6,8.761980314803337e-05,0.0005632252901160464,0.0,5000,0.5714285714285714,99,38.281666666666666,1.7777777777777777,0.3142696805273545,2,1.125,1,1,2,0,0,0
ACC004427,47492.03,3166.135333333333,37249.78,9448.567267691107,15.0,15607.2,1734.1333333333334,11429.44,3657.235744917191,9.0,15.0,9.0,0.0,24.0,3.0429564557996973,0.9999999333333378,1.6,0.0,0.0,0.0,15,9,0.00021748909698328958,0.00023609443777511006,0.0,5000,1.6,173,18.769525462962964,2.25,0.44556639433950346,3,1.3333333333333333,1,1,3,0,0,0
ACC004428,1668.95,333.79,853.1,346.5441668820874,5.0,6938.18,2312.726666666667,4058.58,1942.98950203889,3.0,5.0,3.0,0.0,8.0,0.2405457915129694,0.99999980000004,1.5,0.0,0.0,0.0,5,3,9.023566451076838e-05,0.00014105642256902762,1.8283444852375888e-05,5000,1.5,129,36.20828703703704,1.5,0.38729833462074176,2,1.3333333333333333,1,1,1,0,0,0
ACC004429,41861.99,10465.4975,23210.0,9376.751836595211,4.0,54758.600000000006,6084.288888888889,44171.91,14451.700152943464,9.0,4.0,9.0,0.0,13.0,0.7644824739718603,0.9999997500000625,0.5,0.0,0.0,0.0,4,9,0.0004619701905232745,0.0,0.0,5000,0.5,158,32.697743055555556,1.6923076923076923,0.3422860840197998,2,1.1818181818181819,1,1,2,0,0,0
ACC004430,15835.880000000001,5278.626666666667,12051.42,5904.905759462494,3.0,55146.96000000001,6127.4400000000005,48696.41,15990.784690116838,9.0,3.0,9.0,0.0,12.0,0.2871578052482465,0.9999996666667778,0.4,0.0,0.0,0.0,3,9,0.00029276325465089507,0.0,1.3503771912972096e-05,5000,0.4,166,60.24210648148148,2.0,0.5039526306789696,3,1.5,1,1,1,0,0,0
ACC004431,57408.4,7176.05,50000.0,17351.02380775267,8.0,64087.95,12817.59,50000.0,20978.10136803257,5.0,8.0,5.0,0.0,13.0,0.8957752588295339,0.9999998750000157,1.5,1.0,0.12499998437500197,0.0,8,5,0.0002292797180395995,0.0,6.0795165306295e-06,5000,1.5,147,53.43688657407407,1.3846153846153846,0.36487819155789,2,1.4444444444444444,1,1,1,0,0,0
ACC004432,9035.34,1505.89,4310.44,1518.6571710165529,6.0,9893.210000000001,1236.6512500000001,4642.88,1802.0002388729627,8.0,6.0,8.0,0.0,14.0,0.9132869916929603,0.9999998333333611,0.7777777777777778,0.0,0.0,0.0,6,8,0.00013471727174754503,0.0025790316126450582,0.0,5000,0.7777777777777778,143,30.62295138888889,2.357142857142857,0.5080976926793926,3,1.2727272727272727,1,1,2,0,0,0
ACC004433,17263.54,1726.354,6061.09,2157.950651897922,10.0,41970.18,5995.74,28852.78,10362.29762574562,7.0,10.0,7.0,0.0,17.0,0.41132871004100224,0.99999990000001,1.375,0.0,0.0,0.0,10,7,0.0002889820650384932,0.005496198479391757,3.844407887874793e-06,5000,1.375,147,29.503506944444446,2.1176470588235294,0.4719232400622504,3,1.4166666666666667,1,2,3,0,0,0
ACC004434,17524.010000000002,4381.0025000000005,11363.11,5047.431453121314,4.0,10421.92,1302.74,3451.21,1397.2773481003283,8.0,4.0,8.0,0.0,12.0,1.6814569674607505,0.9999997500000625,0.5555555555555556,0.0,0.0,0.0,4,8,0.00014391576661940028,2.8011204481792718e-05,0.0,5000,0.5555555555555556,138,32.21958333333333,2.25,0.5303300858899107,3,1.3333333333333333,1,1,1,0,0,0
ACC004435,874.1700000000001,437.08500000000004,714.19,391.8856492013965,2.0,19316.69,1756.0627272727272,7848.95,2695.6092588989636,11.0,2.0,11.0,0.0,13.0,0.04525464766244866,0.99999950000025,0.25,0.0,0.0,0.0,2,11,0.000267278983954489,0.0020113045218087236,0.0,5000,0.25,161,31.526099537037037,1.8461538461538463,0.2664693550105965,2,1.0833333333333333,1,1,1,0,0,0
ACC004436,63936.58,12787.316,50000.0,21430.81765256823,5.0,8368.76,1673.752,4877.28,1946.6745168029502,5.0,5.0,5.0,0.0,10.0,7.63991081024669,0.99999980000004,1.0,1.0,0.199999960000008,0.0,5,5,5.719588436651309e-05,0.0033313325330132054,0.0,5000,1.0,157,43.23936342592592,1.6,0.3703280399090206,2,1.25,1,1,2,0,0,0
ACC004437,9880.11,988.0110000000001,5180.63,1737.273837146068,10.0,14029.05,2338.1749999999997,11162.24,4333.630776135641,6.0,10.0,6.0,0.0,16.0,0.7042608016434284,0.99999990000001,1.5714285714285714,0.0,0.0,0.0,10,6,0.00013740513293079834,0.0006582633053221289,0.0,5000,1.5714285714285714,176,61.073240740740744,1.5,0.36927447293799825,2,1.3333333333333333,1,1,3,0,0,0
ACC004438,17856.54,3571.308,16261.59,7102.045332945996,5.0,8140.06,1356.6766666666667,6668.92,2614.7489025423965,6.0,5.0,6.0,0.0,11.0,2.193661962910143,0.99999980000004,0.8571428571428571,0.0,0.0,0.0,5,6,0.0002970963439328944,0.002537515006002401,0.0,5000,0.8571428571428571,174,39.731203703703706,1.6363636363636362,0.36078426969062594,2,1.2222222222222223,1,1,2,0,0,0
ACC004439,4004.04,800.808,2331.59,886.6437607743034,5.0,58662.61,6518.067777777778,48469.21,15831.268929499758,9.0,5.0,9.0,0.0,14.0,0.06825540152290777,0.99999980000004,0.6,0.0,0.0,0.0,5,9,0.0003399388140915424,0.0022169671888856044,0.0,5000,0.6,159,51.43694444444444,2.142857142857143,0.49943278484292936,3,1.4,1,2,3,0,0,0
ACC004440,43362.53,4818.058888888889,20528.75,8087.850627491282,9.0,6755.2300000000005,965.0328571428572,1630.97,640.2455155567092,7.0,9.0,7.0,0.0,16.0,6.419104899993174,0.9999998888889013,1.25,0.0,0.0,0.0,9,7,0.00018835668655610291,0.005836334533813526,0.0,5000,1.25,172,32.78006944444444,1.5,0.36927447293799825,2,1.3333333333333333,2,2,2,0,0,0
ACC004441,66840.23,7426.692222222222,45163.43,15187.513306044195,9.0,2020.0,505.0,1037.88,374.2542578693439,4.0,9.0,4.0,0.0,13.0,33.08922275589642,0.9999998888889013,2.0,0.0,0.0,0.0,9,4,3.67838947003027e-05,0.00020108043217286915,0.0,5000,2.0,160,46.300925925925924,2.3076923076923075,0.5191911982388868,3,1.3,1,1,3,0,0,0
ACC004442,15357.5,1396.1363636363637,5666.46,1670.4531981846885,11.0,293137.66,4728.026774193548,9640.08,3067.3900623765594,62.0,11.0,20.0,0.0,73.0,0.05239006137917459,0.9999999090909174,0.19047619047619047,0.0,0.0,0.0,11,20,0.0006089552434138048,0.0005232092837134854,1.3492396393250537e-05,5000,0.5714285714285714,172,23.842627314814816,6.986301369863014,1.9357587030482644,30,4.294117647058823,1,1,6,1,0,0
ACC004443,4050.91,1350.3033333333333,1961.49,805.4768641204621,3.0,36987.63,4109.736666666667,26764.53,8804.11838670403,9.0,3.0,9.0,0.0,12.0,0.10952066947491579,0.9999996666667778,0.4,0.0,0.0,0.0,3,9,0.0002501008467000767,6.1024409763905563e-05,0.0,5000,0.4,158,68.96157407407408,2.25,0.5303300858899107,3,1.3333333333333333,1,1,2,0,0,0
ACC004444,20458.11,2045.8110000000001,7004.08,2557.2821734083673,10.0,6940.5,1388.1,3432.12,1413.90587715378,5.0,10.0,5.0,0.0,15.0,2.9476421002885034,0.99999990000001,1.8333333333333333,0.0,0.0,0.0,10,5,5.428433079473811e-05,0.0014075630252100842,0.0,5000,1.8333333333333333,159,39.44373842592593,1.4666666666666668,0.36998498468030955,2,1.3636363636363635,1,2,3,0,0,0
ACC004445,5871.35,1957.1166666666668,2659.25,1077.30224052182,3.0,2325.65,581.4125,1104.58,539.8482065281561,4.0,3.0,4.0,0.0,7.0,2.52460602303674,0.9999996666667778,0.8,0.0,0.0,0.0,3,4,3.2489359874993236e-05,0.0,0.0,5000,0.8,102,33.05283564814815,1.0,0.0,1,1.0,1,1,2,0,0,0
ACC004446,25721.26,2338.2963636363634,11466.83,3763.6397654936977,11.0,8063.16,895.9066666666666,3439.75,1196.6797465278669,9.0,11.0,9.0,0.0,20.0,3.189972665407858,0.9999999090909174,1.2,0.0,0.0,0.0,11,9,0.0001412946428598724,0.00117046818727491,2.438950467066943e-07,5000,1.2,157,33.89435185185185,1.5,0.3659625273557,2,1.3333333333333333,1,1,3,0,0,0
ACC004447,98856.41,16476.068333333333,50000.0,22090.435837557772,6.0,74089.66,12348.276666666667,43967.54,18579.888449123333,6.0,6.0,6.0,0.0,12.0,1.334280788961182,0.9999998333333611,1.0,1.0,0.16666663888889352,0.0,6,6,0.0002703713290273404,2.8011204481792718e-05,0.0,5000,1.0,162,30.865856481481483,1.6666666666666667,0.35136418446315326,2,1.2,1,1,1,0,0,0
ACC004448,23862.31,5965.5775,19695.8,9205.937118962505,4.0,20150.23,3358.3716666666664,11055.67,4192.305656248917,6.0,4.0,6.0,0.0,10.0,1.1842202296855064,0.9999997500000625,0.7142857142857143,0.0,0.0,0.0,4,6,0.0002602037132092247,0.0,0.0,5000,0.7142857142857143,115,28.189016203703705,1.6,0.3703280399090206,2,1.25,1,2,2,0,0,0
ACC004449,19737.09,2193.01,10749.49,3322.2076364933905,9.0,22642.48,1415.155,8038.78,1997.8286395818166,16.0,9.0,16.0,0.0,25.0,0.8716841087693714,0.9999998888889013,0.5882352941176471,0.0,0.0,0.0,9,16,0.00033366748154395944,0.0004311724689875951,2.1079335312416013e-06,5000,0.5882352941176471,178,37.91714120370371,2.04,0.4244997055358225,3,1.4705882352941178,1,1,2,0,0,0
ACC004450,7954.29,883.81,2345.25,812.4831673948698,9.0,51828.159999999996,8638.026666666667,50000.0,20267.12376841338,6.0,9.0,6.0,0.0,15.0,0.15347428887783254,0.9999998888889013,1.4285714285714286,0.0,0.0,0.0,9,6,0.0006749191483386989,0.002684073629451781,7.485693827834165e-07,5000,1.4285714285714286,150,46.12796296296296,1.4666666666666668,0.36998498468030955,2,1.3636363636363635,1,2,2,0,0,0
ACC004451,46008.91,5112.101111111111,25592.48,8358.930516475246,9.0,14812.740000000002,2116.1057142857144,8889.61,3112.3565043219646,7.0,9.0,7.0,0.0,16.0,3.1060364251916903,0.9999998888889013,1.25,0.0,0.0,0.0,9,7,0.0005476257383354771,0.001477591036414566,5.241428667753896e-06,5000,1.25,138,22.590173611111112,1.375,0.3590351654086268,2,1.4545454545454546,1,1,2,0,0,0
ACC004452,911.82,227.955,633.15,276.36901954934575,4.0,18115.059999999998,2012.7844444444443,7858.69,2455.8619359611357,9.0,4.0,9.0,0.0,13.0,0.05033491470354861,0.9999997500000625,0.5,0.0,0.0,0.0,4,9,0.00033761134465779024,0.0009583833533413366,0.0,5000,0.5,142,29.959699074074074,1.6923076923076923,0.3422860840197998,2,1.1818181818181819,1,1,1,0,0,0
ACC004453,3754367.84,26626.722269503545,49995.8,13998.991744988756,141.0,41555.69,4155.569,17686.71,6058.172525189882,10.0,16.0,10.0,0.0,151.0,90.34545786412532,0.11347517650017605,12.909090909090908,1.0,0.007092198531261003,0.0,16,10,0.0003184285480964216,0.003457664472824306,0.0,5000,1.5454545454545454,166,28.248055555555556,10.728476821192052,3.0639311977094623,135,12.583333333333334,1,1,2,1,1,1
ACC004454,5709.75,1141.95,2030.71,831.2991869056532,5.0,21811.35,4362.2699999999995,20573.17,9064.165393027093,5.0,5.0,5.0,0.0,10.0,0.2617788444886823,0.99999980000004,1.0,0.0,0.0,0.0,5,5,0.0001808092595954549,0.0008373349339735895,0.0,5000,1.0,172,56.55114583333334,2.4,0.565685424949238,3,1.25,1,1,1,0,0,0
ACC004455,38568.17,5509.738571428571,19416.57,6934.017156046531,7.0,4817.53,1204.3825,3381.1,1509.3541325431215,4.0,7.0,4.0,0.0,11.0,8.005797575104712,0.9999998571428775,1.6,0.0,0.0,0.0,7,4,0.00010253347467648733,0.0003441376550620248,0.0,5000,1.6,138,40.500856481481485,1.6363636363636362,0.36078426969062594,2,1.2222222222222223,1,1,2,0,0,0
ACC004456,35098.81,4387.35125,30303.39,10517.694583965818,8.0,25202.64,3150.33,14655.63,5810.2181445695915,8.0,8.0,8.0,0.0,16.0,1.3926640224439715,0.9999998750000157,1.0,0.0,0.0,0.0,8,8,8.42351397230549e-05,0.005736294517807123,0.0,5000,1.0,157,32.65913194444445,2.625,0.4677071733467426,3,1.1428571428571428,1,1,1,0,0,0
ACC004457,308050.02,8106.579473684211,19603.21,6073.853669268481,38.0,1163766.37,22380.1225,49961.82,17564.142994851743,52.0,17.0,17.0,0.0,90.0,0.26470091243462834,0.4473684092797787,0.7358490566037735,0.0,0.0,0.0,17,17,0.0001706161633052375,0.001363545418167267,4.583994837615461e-06,5000,1.0,156,30.710046296296298,10.88888888888889,2.8472742334211314,70,6.428571428571429,1,1,2,1,0,1
ACC004458,7637.4,1091.0571428571427,3560.73,1308.7908887431724,7.0,26218.52,1872.7514285714285,10380.93,2845.3885243613104,14.0,7.0,14.0,0.0,21.0,0.29129790696456936,0.9999998571428775,0.5333333333333333,0.0,0.0,0.0,7,14,0.00022984775151863675,0.005312124849939977,0.0,5000,0.5333333333333333,157,26.73210648148148,2.0,0.5063696835418333,3,1.5,1,1,1,0,0,0
ACC004459,6183.72,1030.6200000000001,3237.54,1093.467768797965,6.0,53840.61,7691.515714285714,50000.0,18672.899094290686,7.0,6.0,7.0,0.0,13.0,0.11485233915227089,0.9999998333333611,0.875,0.0,0.0,0.0,6,7,0.00014158973750786488,6.43473469789926e-05,0.0,5000,0.875,163,49.4725,1.8461538461538463,0.2664693550105965,2,1.0833333333333333,1,1,1,0,0,0
ACC004460,59155.770000000004,4225.412142857143,44892.05,11801.524495010204,14.0,1791.55,597.1833333333333,1311.36,644.2939379144686,3.0,14.0,3.0,0.0,17.0,33.01932403057725,0.9999999285714337,3.75,0.0,0.0,0.0,14,3,3.775751836312942e-05,0.0015876350540216088,0.0,5000,3.75,163,37.24791666666667,2.2941176470588234,0.4820898373782057,3,1.3076923076923077,1,1,3,0,0,0
ACC004461,35904.23,3264.0209090909093,12550.4,4411.075150637211,11.0,19927.51,1992.7509999999997,11200.47,3415.188225752881,10.0,11.0,10.0,0.0,21.0,1.8017419134753043,0.9999999090909174,1.0909090909090908,0.0,0.0,0.0,11,10,0.00018569585236829987,0.005106042416966787,6.169921777025621e-06,5000,1.0909090909090908,150,22.227800925925926,2.2857142857142856,0.5516041709505273,4,1.75,1,1,3,0,0,0
ACC004462,57480.79,8211.541428571429,50000.0,18447.50957262382,7.0,11931.91,994.3258333333333,3965.86,1296.0209326063325,12.0,7.0,12.0,0.0,19.0,4.817400566647134,0.9999998571428775,0.6153846153846154,1.0,0.1428571224489825,0.0,7,12,0.00012980220903110608,0.01083233293317327,0.0,5000,0.6153846153846154,177,37.2328125,2.0526315789473686,0.45173309437135906,3,1.4615384615384615,1,2,2,0,0,0
ACC004463,48579.89,9715.978,48271.34,21553.129649787985,5.0,7191.46,898.9325,3149.16,1168.718404477437,8.0,5.0,8.0,0.0,13.0,6.755219384275902,0.99999980000004,0.6666666666666666,0.0,0.0,0.0,5,8,0.0002335352607333555,0.008833533413365346,0.0,5000,0.6666666666666666,148,35.756076388888886,1.2307692307692308,0.3184917966195481,2,1.625,1,1,2,0,0,0
ACC004464,107615.22,4304.6088,9778.38,2713.204650754835,25.0,264261.57,9112.467931034484,17881.03,5199.002646941306,29.0,9.0,15.0,0.0,54.0,0.4072299275282167,0.35999998560000057,0.8666666666666667,0.0,0.0,0.0,9,15,0.0002352430767661406,1.8007202881152462e-05,1.3526012611724999e-05,5000,0.625,139,46.780648148148146,3.7037037037037037,1.5793096867972662,25,6.75,1,2,24,0,0,1
ACC004465,2560.4900000000002,426.7483333333334,1042.41,384.00022252163694,6.0,13601.470000000001,2266.911666666667,10657.52,4121.475081882295,6.0,6.0,6.0,0.0,12.0,0.18825097579980318,0.9999998333333611,1.0,0.0,0.0,0.0,6,6,0.0002354884191426585,0.0035924369747899164,0.0,5000,1.0,159,41.54283564814815,1.8333333333333335,0.27638539919628335,2,1.0909090909090908,2,2,2,0,0,0
ACC004466,2824.4399999999996,706.1099999999999,1128.77,438.7562449318148,4.0,12465.689999999999,3116.4224999999997,7839.82,3672.425637644008,4.0,4.0,4.0,0.0,8.0,0.22657710883019092,0.9999997500000625,1.0,0.0,0.0,0.0,4,4,0.00012568041963106368,0.0003001200480192077,0.0,5000,1.0,143,54.80664351851852,1.75,0.33071891388307384,2,1.1428571428571428,1,1,2,0,0,0
ACC004467,376547.29,10176.953783783783,19735.31,6560.122037096715,37.0,973962.35,21643.607777777775,49091.07,16036.47456128243,45.0,18.0,14.0,0.0,82.0,0.38661380493775077,0.48648647333820344,0.8260869565217391,0.0,0.0,0.0,18,14,0.0002813612337237027,0.0009883953581432574,0.0,5000,1.2666666666666666,173,23.713877314814816,9.731707317073171,2.538424791281954,57,5.857142857142857,1,1,2,1,0,1
ACC004468,486248.96,10345.72255319149,37687.57,7351.17192161207,47.0,1195434.54,22555.368679245283,49991.87,14862.829498238218,53.0,15.0,8.0,0.0,100.0,0.40675498634964424,0.31914892937981004,0.8888888888888888,0.0,0.0,0.0,15,8,0.00016505177230031267,4.101640656262505e-05,5.698689916206604e-07,5000,1.7777777777777777,160,31.636828703703703,8.76,2.497475088600848,73,8.333333333333334,1,1,2,1,0,1
ACC004469,10893.91,2723.4775,8307.07,3814.3163890827145,4.0,609.7299999999999,304.86499999999995,586.17,397.82534616336346,2.0,4.0,2.0,0.0,6.0,17.86677706875703,0.9999997500000625,1.6666666666666667,0.0,0.0,0.0,4,2,3.37663385481948e-05,0.00029311724689875954,0.0,5000,1.6666666666666667,126,72.43391203703703,1.6666666666666667,0.37267799624996506,2,1.2,1,1,2,0,0,0
ACC004470,4633.33,1544.4433333333334,3174.8,1584.5785829782421,3.0,22553.77,1879.4808333333333,10329.77,3026.8042714852013,12.0,3.0,12.0,0.0,15.0,0.20543483416717315,0.9999996666667778,0.3076923076923077,0.0,0.0,0.0,3,12,0.00028486868601460105,0.0012344937975190076,1.988122294707511e-06,5000,0.3076923076923077,161,38.49746527777778,1.7999999999999998,0.5196152422706631,3,1.6666666666666667,1,1,1,0,0,0
